char,pron
輿論調查,yi2 lun4 tiau4 ca2
余振強,yi2 zin3 kiong2
羽冠,yi3 gon1
宇宙速度,yi3 ciu4 suk5 tu4
預讀,yi4 tuk6
鴛鴦蛇,yen1 yong1 sa2
婉言相勸,von3 ngien2 siong1 kien4
遠未解決,yen3 vui4 gai3 giet5
月經週期,ngiet6 gin1 ziu1 ki2
月圓花好,ngiet6 yen2 fa1 hau3
卡板車,ka1 ban3 ca1
卡加利,ka1 ga1 li4
卡墊,ka1 tiap6
靠背壟道,kau4 boi4 lung1 tau4
靠打工,kau4 da3 gung1
啟田道,ki3 tien2 tau4
禁死,gim1 si3
襟食,kim1 sit6
扱印,kip5 yin4
拘執,ki1 zip5
翹二郎腿,kiau2 ngi4 long2 tui3
強姦藥,kiong2 gan1 yok6
抗組胺,kong4 zu3 on1
缺衣少食,kiet5 yi1 sau3 sit6
拉交情,lai1 gau1 cin2
林沈,lim2 sim3
流肛華,liu2 gong1 fa2
流落江湖,liu2 lok6 gong1 fu2
溜圓,liu4 yen2
溜溜球,liu4 liu4 kiu2
履帶車,li1 dai4 ca1
利南道,li4 lam2 tau4
蒞會,li4 fui4
靚到爆燈,liang4 dau4 bau4 den1
靚佬,liang4 lau3
領當,liang1 dong4
旅居車,li3 gi1 ca1
旅行巴士,li3 hang2 ba1 si3
類毒素,lui4 tuk6 su4
力不勝任,lit6 but5 sin1 ngim4
力傳遞,lit6 con2 ti4
力行雞,lit6 hong2 gai1
瀝源街,lit6 ngien2 gai1
蓮荷,lien2 ho2
靈犀相通,lin2 si1 siong1 tung1
嶺南衡怡,liang3 lam2 fen2 yi2
聊且,liau2 cia3
聊城,liau2 sang2
了唔了解,liau3 m1 liau3 gai3
螺旋鉗,lo2 sien2 kiam2
兩腳書櫥,liong3 giok5 su1 cu2
兩條褲,liong3 tiau2 fu4
兩噸,liong1 dun1
兩三部,liong1 sam1 pu4
兩三份,liong1 sam1 fun4
兩三碗,liong1 sam1 von3
兩尊,liong1 zun1
量販式,liong4 fan4 sit5
落葉樹,lok6 yap6 su4
落葉植物,lok6 yap6 cit6 vut6
樂禮街,lok6 li1 gai1
落聘,lok6 pin4
狼多肉少,long2 do1 ngiuk5 sau3
撈邊瓣,lau1 bien1 pan4
撈生意,lau1 sang1 yi4
六百六十,luk5 bak5 luk5 sip6
六杯,luk5 bui1
六邪,luk5 sia2
六寸,luk5 cun4
六氟化硫,luk5 fut5 fa4 liu2
六両,luk5 liong3
六枚,luk5 moi2
六排,luk5 pai2
六聲,luk5 sang1
六頭,luk5 teu2
六堂,luk5 tong2
聯福道,lien2 fuk5 tau4
買單車,mai1 dan1 ca1
萬古長青,man4 gu3 cong2 ciang1
萬里長江,man4 li1 cong2 gong1
茅屋頂,mau2 vuk5 dang3
文科學士,vun2 ko1 hok6 su4
文福道,vun2 fuk5 tau4
文興里,vun2 hin1 li1
密切相連,mit6 ciet5 siong1 lien2
密爾瓦基,mit6 li3 nga3 gi1
牟定縣,meu2 tin4 yen4
明朝體,min2 cau2 ti3
名韁利鎖,min2 giong1 li4 so3
明降暗升,min2 gong4 am4 sin1
名門貴族,min2 mun2 gui4 cuk6
命運註定,min4 yun4 zu4 tin4
磨穿蓆,mo2 con1 ciak6
磨洋工,mo2 yong2 gung1
亡國滅種,mong2 get5 miet6 zung3
亡命徒,mong2 min4 tu2
網舖,miong3 pu4
望風捕影,mong4 fung1 pu3 yang3
無量壽,vu2 liong4 siu4
無憑無證,vu2 pin2 vu2 zin4
武警戰士,vu1 gin3 zien4 su4
霧化機,vu4 fa4 gi1
霧水夫妻,vu4 sui3 fu1 ci1
木管樂,muk5 gon3 ngok6
木瓦,muk5 nga3
木吒,muk5 za1
木質部,muk5 zit5 pu4
滿帆,man1 fam2
滿身塵埃,man1 sin1 cin4 ai1
滿洲語,man1 ziu1 ngi1
滿州話,man1 ziu1 va4
南灣隧道,lam2 van1 sui4 tau4
難以自已,lan2 yi1 cu4 yi3
難離難捨,lan2 li2 lan2 sa3
難相與,lan2 siong1 yi1
納降,lap6 hong2
凹透鏡,ngiap5 teu4 giang4
紐幾內亞,liu3 gi1 lui4 a1
扭數,ngiu3 su4
你瞧,li3 ziau2
你編,li3 bien1
五大名山,ng3 tai4 min2 san1
瓦坑,nga3 hang1
瓦器,nga3 hi4
瓦硯,nga3 yen4
艾滋病毒,ngioi4 zu1 piang4 tuk6
偶然之間,ngeu3 yen2 zu1 gan1
外交庇護,ngoi4 gau1 bi4 fu4
礙難,ngoi4 lan2
樂府詩集,ngok6 fu3 si1 sip6
戇佬,ngong4 lau3
黏着力,ngiam2 zok5 lit6
內存卡,lui4 sun2 ka1
內質網,lui4 zit5 miong3
囊中取物,long2 zung1 ci3 vut6
腦卒中,lau3 zut5 zung1
怒容滿面,lu4 yung2 man1 mien4
柯士甸路,ko1 su4 tien4 lu4
愛財如命,oi4 coi2 yi2 min4
安土重遷,on1 tu3 cung2 cien1
怕死鬼,pa4 si3 gui3
排列名次,pai2 liet6 min2 cu4
拍手無塵,pok5 siu3 vu2 cin4
炮台山道,pau4 toi2 san1 tau4
瀕近,pin2 kiun4
貧窮潦倒,pin2 kiung2 lau3 dau3
披莎,pi1 sa1
皮臉,pi2 liam3
被胎,pi1 toi1
偏極,pien1 kit6
偏將,pien1 ziong4
偏轉,pien1 zon4
騙供,pien4 giung1
拼花地板,pin4 fa1 ti4 ban3
拼攏,pin4 lung3
平旦,pin2 dan4
平印,pin2 yin4
平安福音,pin2 on1 fuk5 yim1
鋪襯,pu1 cin4
鋪牀,pu1 cong2
胚泡,poi1 pau1
盤倒,pan2 dau3
三筆,sam1 bit5
三貂角,sam1 diau1 gok5
三極管,sam1 kit6 gon3
三角法,sam1 gok5 fap5
三列,sam1 liet6
三氯化磷,sam1 luk6 fa4 lin2
三盤兩勝,sam1 pan2 liong1 sin4
三十五萬,sam1 sip6 ng3 man4
三蛇羹,sam1 sa2 gang1
三四張,sam1 si4 zong1
三態,sam1 tai4
三彎,sam1 van1
三足烏,sam1 zuk5 vu1
散板,san3 ban3
西洋仔,si1 yong2 zai3
西樹泡芙,si1 su4 pau4 fu2
洗臉台,se3 liam3 toi2
使媽,su3 ma1
洗碗精,se3 von3 zin1
塞牙,set5 nga2
心寬體胖,sim1 kon1 ti3 pan4
心平如鏡,sim1 pin2 yi2 giang4
心神不屬,sim1 sin2 but5 suk6
心適,sim1 sit5
心中有屎,sim1 zung1 yiu1 si3
神經元網,sin2 gin1 ngien2 miong3
十滴,sip6 tit6
十棵,sip6 ko1
失錯,sit5 co4
失身分,sit5 sin1 fun4
羞惱,siu1 lau3
手到拈來,siu3 dau4 ngiam1 loi2
手風好順,siu3 fung1 hau3 sun4
首映典禮,siu3 yang3 dien3 li1
首映式,siu3 yang3 sit5
愁腸百結,siu2 cong2 bak5 giet5
受難紀念,siu4 lan4 gi3 ngiam4
受精囊,siu4 zin1 long2
賒欠,ca1 kiam4
蛇龍珠,sa2 lung2 zu1
水刑逼供,sui3 hin2 bit5 giung1
純量,sun2 liong4
順安道,sun4 on1 tau4
使習慣,si3 sip6 gan4
市場監督,si1 cong2 gam1 duk5
適唔適用,sit5 m1 sit5 yung4
食大煙,sit6 tai4 yen1
食無求飽,sit6 vu2 kiu2 bau3
食純,sit6 sun2
鮮烈,sien1 liet6
跣落去,sien3 lok6 hi4
聖經典故,sin4 gin1 dien3 gu4
成丁,sin2 den1
成仁取義,sin2 yin2 ci3 ngi4
成年累月,sin2 ngien2 lui4 ngiet6
成安街,sin2 on1 gai1
成肚氣,sin2 du3 hi4
宵衣旰食,siau1 yi1 gon4 sit6
小家種,siau3 ga1 zung3
少刻,sau3 ket5
少兒不宜,sau3 yi2 but5 li2
疏放,so1 fong4
傻傻更更,so2 so2 gang1 gang1
傻傻戇戇,so2 so2 ngong4 ngong4
雙人間,sung1 ngin2 gan1
雙眼視覺,sung1 ngan3 si4 gok5
相互兼容,siong1 fu4 giam1 yung2
上白泥,song4 pak6 lai2
上半晝,song4 ban4 ziu4
上方寶劍,song4 fong1 bau3 giam4
上校軍官,song4 gau4 giun1 gon1
上意識,song4 yi4 sit5
數見不鮮,su4 gien4 but5 sien1
掃雪車,sau4 siet5 ca1
夙興夜寐,suk5 hin1 ya4 mui4
選士,sien3 su4
算度,son4 tok6
算命者,son4 miang4 za3
旋風腳,sien2 fung1 giok5
旋乾轉坤,sien2 kien2 zon3 kun1
旋里,sien2 li1
旋舞,sien2 mu3
雪茄屁股,siet5 ga1 pi4 gu3
太平梯,tai4 pin2 toi1
探見,tam4 gien4
探雷,tam4 lui2
探摸,tam4 mo1
淡水大鱷,tam1 sui3 tai4 ngok6
提掖,ti2 yit6
投射幕,teu2 sa4 mok5
推三阻四,tui1 sam1 zo3 si4
推託之詞,tui1 tok5 zu1 cu2
天平山村,tien1 pin2 san1 cun1
聽鬧,tin4 lau4
聽訟,tin4 sung4
停車燈,tin2 ca1 den1
鐵漢柔情,tiet5 hon4 yiu2 cin2
土著人,tu3 zu4 ngin2
套中人,tau4 zung1 ngin2
陶硯,tau2 yen4
陶源酒家,tau2 ngien2 ziu3 ga1
銅管樂器,tung2 gon3 ngok6 hi4
同類相吸,tung2 lui4 siong1 kip5
華胄,fa2 ciu4
華建,fa4 gien4
淮上,fai2 song4
畫虎類犬,vak6 fu3 lui4 kien3
環暈,van2 yun4
橫斷山脈,vang2 ton4 san1 mak5
橫截,vang2 ciet6
威震八方,vui1 zin3 bat5 fong1
毀家紓難,fui3 ga1 su1 lan2
委委屈屈,vui1 vui1 kiut5 kiut5
衞道士,vui4 tau4 su4
渾如,fun2 yi2
混交,fun3 gau1
混交林,fun3 gau1 lim2
混名,fun3 miang2
屈原祠,kiut5 ngien2 cu2
屈尊俯就,kiut5 zun1 fu3 ciu4
永久磁鐵,yun1 giu3 cu2 tiet5
黃品冠,vong2 pin3 gon4
往心裏去,vong1 sim1 li1 hi4
烏鵰,vu1 diau1
烏都語,vu1 du1 ngi1
烏龜殼,vu1 gui1 hok5
烏黑色,vu1 het5 set5
烏拉圭人,vu1 lai1 gui1 ngin2
户部尚書,fu4 pu4 song4 su1
户限,fu4 han4
互相扯皮,fu4 siong1 ca3 pi2
户籍謄本,fu4 cit6 ten2 bun3
回魂覺,fui2 fun2 gau4
會意字,fui4 yi4 su4
玩人喪德,van4 ngin2 song4 det5
澤安道,cak6 on1 tau4
撰著,con4 zu4
集市貿易,sip6 si1 meu3 yit6
集體户,sip6 ti3 fu4
雜種仔,cap6 zung3 zai3
側便,zet5 pien4
斟下,zim1 ha4
浸過鹹水,zim4 go4 ham2 sui3
浸浸涼,zim4 zim4 liong2
鴆毒,cim4 tuk6
曾外祖母,zen1 ngoi4 zu3 mu1
執茶,zip5 ca2
執齊行李,zip5 ce2 hang2 li3
執書包,zip5 su1 bau1
周年旺相,ziu1 ngien2 vong4 siong4
週年旺相,ziu1 ngien2 vong4 siong4
周成王,ziu1 sin2 vong2
周轉金,ziu1 zon3 gim1
皺折,zeu4 ziet5
就晚了,ciu4 man1 liau3
借命,zia4 min4
謝頂,cia4 dang3
支質,zi1 zit5
指東打西,zi3 dung1 da3 si1
自然經濟,cu4 yen2 gin1 zi4
自拍器,cu4 pok5 hi4
尖山隧道,ziam1 san1 sui4 tau4
箭毒蛙,zien4 tuk6 va1
精明消費,zin1 min2 siau1 fui4
精神權利,zin1 sin2 kien2 li4
精神療法,zin1 sin2 liau2 fap5
整體觀念,zin3 ti3 gon1 ngiam4
正步走,zin4 pu4 zeu3
靜電感應,cin4 tien4 gam3 yin4
靜脈吸毒,cin4 mak5 kip5 tuk6
招賢納士,zau1 hien2 lap6 su4
坐銀望金,co4 ngiun2 mong4 gim1
坐卧不寧,co4 ngo4 but5 len2
着草鞋,zok5 cau3 hai2
着然,cok6 yen2
張春帆,zong1 cun1 fam2
張敞,zong1 cong3
將臨期,ziong1 lim2 ki2
張崇基,zong1 cung2 gi1
擢髮難數,cok6 fat5 lan2 su4
糟溜黃魚,zau1 liu4 vong2 ng2
祖傳祕方,zu3 con2 bi4 fong1
中間件,zung1 gan1 kien4
中國代理,zung1 get5 toi4 li1
中胚層,zung1 poi1 cen2
中心語,zung1 sim1 ngi1
中隧,zung1 sui4
縱線,zung1 sien4
終成泡影,zung1 sin2 pau4 yang3
盅仔飯,zung1 zai3 fan4
總供給,zung3 giung1 gip5
眾安銀行,zung4 on1 ngiun2 hong2
重情重義,cung4 cin2 cung4 ngi4
重利輕義,cung4 li4 kiang1 ngi4
珠海橫琴,zu1 hoi3 vang2 kim2
豬頭三,zu1 teu2 sam1
駐留時間,zu4 liu2 si2 gan4
尊姓大名,zun1 siang4 tai4 min2
轉悲為喜,zon3 bui1 vui2 hi3
轉托,zon3 tok5
轉賬卡,zon3 zong4 kat6
鑽粉,zon4 fun3
絕對高度,ciet6 dui4 gau1 tu4
刻度盤,kat5 tu4 pan2
依法查處,yi1 fap5 ca2 cu3
無處可尋,vu2 cu3 ko3 cim2
會合處,fui4 hap6 cu3
酌處,zok5 cu3
酌處權,zok5 cu3 kien2
觸處,cuk5 cu3
亞伯丁,a1 bak5 den1
拗實,au4 sit6
暗中摸索,am4 zung1 mo1 sok5
巴丙頓道,ba1 biang3 un4 tau4
擺供,bai3 giung4
百廢俱興,bak5 fui4 ki1 hin1
百分數,bak5 fun4 su4
百福道,bak5 fuk5 tau4
白鶴汀街,pak6 hok6 dang1 gai1
白撈,pak6 lau1
白額燕鷗,pak6 ngiak5 yen4 iu1
八行書,bat5 hang2 su1
包探,bau1 tam4
賓州仔,bin1 ziu1 zai3
不加選擇,but5 ga1 sien3 cak6
不夠質素,but5 geu4 zit5 su4
不日放映,but5 ngit5 fong4 yang3
不中意,but5 zung1 yi4
跋前躓後,pat6 cien2 zi4 heu4
拔頂,pat6 dang3
拔毒,pat6 tuk6
卑利士道,bi1 li4 su4 tau4
俾差人拉,bi1 cai1 ngin2 lai1
祕撈,bi4 lau1
被爆者,pi4 bau4 za3
逼供信,bit5 giung1 sin4
邊防戰士,bien1 fong2 zien4 su4
變態反應,bien4 tai4 fan3 yin4
冰塞,ben1 set5
博士茶,bok5 su4 ca2
保平路,bau3 pin2 lu4
保障監督,bau3 zong4 gam1 duk5
步人後塵,pu4 ngin2 heu4 cin4
暴露癖,pau4 lu4 pit5
暴龍屬,pau4 lung2 suk6
背包袱,boi4 bau1 fuk6
貝葉經,bui4 yap6 gin1
搬兵,ban1 bin1
搬位,ban1 vui4
拌食堂,pan4 sit6 tong2
差館上街,ca1 gon3 song4 gai1
參差錯落,cam1 ci1 co4 lok6
參考室,cam1 kau3 sit5
蠶種,cam2 zung3
殘毒,can2 tuk6
察察為明,cat5 cat5 vui2 min2
抄近,cau1 kiun4
抄獲,cau1 vet6
齊次,ce2 cu4
齊頭齊尾,ce2 teu2 ce2 mui1
尋晚黑,cim2 man1 het5
尋晚夜,cim2 man1 ya4
七百三十,cit5 bak5 sam1 sip6
七扭八歪,cit5 ngiu3 bat5 vai1
抽唔抽中,ciu1 m1 ciu1 zung4
車把式,ca1 ba3 sit5
車後箱,ca1 heu4 siong1
催命鬼,cui1 miang4 gui3
春核,cun1 fut6
雌三醇,cu1 sam1 sun2
黐線仔,ci1 sien4 zai3
持家有道,ci2 ga1 yiu1 tau4
青松觀路,ciang1 cung2 gon4 lu4
青海圍,ciang1 hoi3 vui2
青囊經,ciang1 long2 gin1
青檀樹,ciang1 tan2 su4
青田路,ciang1 tien2 lu4
清正廉明,cin1 zin4 liam2 min2
青磚圍,ciang1 zon1 vui2
請吖,ciang3 a1
懲一儆百,cin2 yit5 gin3 bak5
懲惡勸善,cin2 ok5 kien4 sen4
朝堂,cau2 tong2
坐得住,co1 det5 cu4
坐倒頭車,co1 dau4 teu2 ca1
卓永興,zok5 yun1 hin1
槍烏賊,ciong1 vu1 cet6
暢散紙,cong4 san3 zi3
腸毒素,cong2 tuk6 su4
長喙,cong2 vui3
長唔長久,cong2 m1 cong2 giu3
長生久視,cong2 sang1 giu3 si4
長順街,cong2 sun4 gai1
財政監督,coi2 zin4 gam1 duk5
敞篷汽車,cong3 pung2 ki4 ca1
藏掖,cong2 yit6
粗笨,cu1 bun4
操縱杆,cau1 zung1 gon1
嘈兩嘈,cau2 liong1 cau2
充分保障,cung1 fun4 bau3 zong4
重複法,cung2 fuk5 fap5
重起爐灶,cung2 hi3 lu2 zau4
蟲媒病毒,cung2 moi2 piang4 tuk6
重午,cung2 ng3
重氫,cung1 hin1
重力異常,cung1 lit6 yi4 song2
傳呼電話,con2 fu1 tien4 va4
傳審,con2 sim3
傳輸媒體,con2 su1 moi2 ti3
傳種,con2 zung3
打八爪,da3 bat5 zau3
打包單,da3 bau1 dan1
打單信,da3 dan1 sin4
打風球,da3 fung1 kiu2
打嗝兒,da3 gak5 yi2
打機室,da3 gi1 sit5
打鼓邊,da3 gu3 bien1
打拱,da3 giung3
打鞋碼,da3 hai2 ma1
打魚佬,da3 ng2 lau3
打棚,da3 pang2
打睡,da3 soi4
打信號,da3 sin4 hau4
打漿機,da3 ziong1 gi1
大便乾燥,tai4 pien4 gon1 cau4
大坑東道,tai4 hang1 dung1 tau4
大興街,tai4 hin1 gai1
大孖瘡,tai4 ma1 cong1
大澳道,tai4 au4 tau4
大鋪癮,tai4 pu1 yin3
大三度,tai4 sam1 tu4
大棠山道,tai4 tong2 san1 tau4
擔沙填海,dam1 sa1 tien2 hoi3
單車鎖匙,dan1 ca1 so3 si2
單車掣,dan1 ca1 zi4
單速車,dan1 suk5 ca1
單方決定,dan1 fong1 giet5 tin4
單色畫,dan1 set5 fa4
搭倒頭車,dap5 dau4 teu2 ca1
第二棵,ti4 ngi4 ko1
第晚,ti4 man1
德定街,det5 tin4 gai1
得失參半,det5 sit5 cam1 ban4
德華街,det5 fa2 gai1
等差數列,den3 ca1 su4 liet6
鬥頂,deu4 din3
地鐵族,ti4 tiet5 cuk6
地鐵總部,ti4 tiet5 zung3 pu4
掟石仔,diang4 sak6 zai3
電量表,tien4 liong4 biau3
電話區碼,tien4 va4 ki1 ma1
丁香油,den1 hiong1 yiu2
丁憂,den1 yiu1
汀太路,dang1 tai4 lu4
定直線,tin4 cit6 sien4
丟疏,diu1 so1
丟卒保車,diu1 zut5 bau3 ca1
調赴,tiau4 fu4
多層材,do1 cen2 coi2
多層複,do1 cen2 fuk5
多錢善賈,do1 cien2 sen4 gu3
多財善賈,do1 coi2 sen4 gu3
噹噹車,dong1 dong1 ca1
當斷則斷,dong1 don4 zet5 don4
當行出色,dong1 hong2 cut5 set5
都會道,du1 fui4 tau4
倒倉,dau3 cong1
倒海翻江,dau3 hoi3 fan1 gong1
倒弄,dau3 lung4
倒屎塔,dau3 si3 tap5
倒位,dau3 vui4
倒嚼,dau3 ziok5
倒休,dau4 hiu1
倒懸之急,dau4 hien2 zu1 gip5
道不拾遺,tau4 but5 sip6 vui2
稻成,tau1 sin2
讀贏,tuk6 yang2
獨擅勝場,tuk6 sien4 sin4 cong2
東勝道,dung1 sin4 tau4
東成里,dung1 sin2 li1
東頭灣道,dung1 teu2 van1 tau4
短中取長,don3 zung1 ci3 cong2
斷簡殘章,ton4 gan3 can2 zong1
花鐵,fa1 tiet5
花朝節,fa1 zau1 ziet5
化學平衡,fa4 hok6 pin2 fen2
快掣,kai4 zi4
番刀,fan1 dau1
反攻為守,fan3 gung1 vui2 siu3
反映論,fan3 yang3 lun4
反射弧,fan3 sa4 fu2
反脣相譏,fan3 sun2 siong1 gi1
繁難,fan2 lan2
帆船仔,fam2 son2 zai3
法爾卡什,fap5 li3 ka1 sip6
暉映,fui1 yang3
拂士,fut5 su4
浮質,feu2 zit5
非常會議,fui1 song2 fui4 ngi4
扉畫,fui1 fa4
火三角,fo3 sam1 gok5
貨運卡車,fo4 yun4 ka1 ca1
霍亂毒素,kok5 lon4 tuk6 su4
方興未已,fong1 hin1 vui4 yi3
放熱反應,fong4 ngiet6 fan3 yin4
富融銀行,fu4 yung2 ngiun2 hong2
附着物,fu4 cok6 vut6
福佬村道,fuk5 lau3 cun1 tau4
輻射波,fuk5 sa4 bo1
復興區,fuk6 hin1 ki1
復命,fuk6 min4
寬廣度,kon1 gong3 tu4
寬宏大度,kon1 fen2 tai4 tu4
風塵中人,fung1 cin4 zung1 ngin2
逢人便講,fung2 ngin2 pien4 gong3
縫衣工人,fung2 yi1 gung1 ngin2
加多樂,ga1 do1 lok6
嘉道理道,ga1 tau4 li1 tau4
加列山道,ga1 liet6 san1 tau4
假道伐虢,ga3 tau4 fat6 get5
楷簿,gai1 pu1
街簿,gai1 pu1
階級成分,gai1 kip5 sin2 fun4
解釦,gai3 keu4
解民倒懸,gai3 min2 dau3 hien2
解釋器,gai3 sit5 hi4
監押,gam1 ap5
監視孔,gam1 si4 kung3
甲醇中毒,gap5 sun2 zung4 tuk6
交保釋放,gau1 bau3 sit5 fong4
交叉學科,gau1 ca1 hok6 ko1
雞伯嶺路,gai1 bak5 liang1 lu4
金華街,gim1 fa2 gai1
感應線,gam3 yin4 sien4
禁忌語,gim4 ki4 ngi1
贛劇,gam4 kiak6
贛州,gam4 ziu1
斤斤較量,gin1 gin1 gau4 liong4
緊唔緊要,gin3 m1 gin3 yau4
急驚,gip5 giang1
九九重陽,giu3 giu3 cung2 yong2
九校聯盟,giu3 gau3 lien2 men2
狗話連篇,geu3 va4 lien2 pien1
夠不着,geu4 but5 cok6
夠得着,geu4 det5 cok6
紀傳體,gi3 con4 ti3
極盡能事,kit6 cin4 len2 su4
見縫就鑽,gien4 pung4 ciu4 zon4
驚風駭浪,gin1 fung1 hai4 long4
驚怪,gin1 gai4
經濟倉,gin1 zi4 cong1
結彩,giet5 cai3
結志街,giet5 zi4 gai1
歌劇魅影,go1 kiak6 mui4 yang3
腳瓜瓤,giok5 ga1 lang2
覺不覺得,gok5 but5 gok5 det5
覺光,gok5 gong1
各顯所長,gok5 hien3 so3 cong2
乾草叉,gon1 cau3 ca1
乾打壘,gon1 da3 lui3
崗背街,gong1 boi4 gai1
崗棯,gong1 lem3
降結腸,gong4 giet5 cong2
固有名詞,gu4 yiu1 min2 cu2
焗雨,kiuk6 yi3
焗悶,kiuk6 mun4
觀官,gon1 gon1
工學士,gung1 hok6 su4
供燃氣,giung1 yen2 hi4
供應室,giung1 yin4 sit5
貢士,gung4 su4
關德興,gan1 det5 hin1
龜背竹,gui1 boi4 zuk5
桂平,gui4 pin2
桂華山,gui4 fa2 san1
軍事素質,giun1 su4 su4 zit5
光照度,gong1 zau4 tu4
廣州火車,gong3 ziu1 fo3 ca1
行得起,hang2 det5 hi3
行地方,hang2 ti4 fong1
行多轉,hang2 do1 zon3
行東行西,hang2 dung1 hang2 si1
敲背,kau1 boi4
克頓道,ket5 un4 tau4
黑道家族,het5 tau4 ga1 cuk6
刻度盤,ket5 tu4 pan2
黑山頂,het5 san1 dang3
黑體輻射,het5 ti3 fuk5 sa4
衡量制,fen2 liong4 zi4
行政救濟,hang2 zin4 giu4 zi4
幸運道,hen4 yun4 tau4
合縫,hap6 fung2
合成語音,hap6 sin2 ngi1 yim1
合眾為一,hap6 zung4 vui2 yit5
核地雷,het6 ti4 lui2
核廢物,het6 fui4 vut6
核推進,het6 tui1 zin4
後鼻音,heu4 pi4 yim1
後甲板,heu4 gap5 ban3
後兩首,heu4 liong1 siu3
後西遊記,heu4 si1 yiu2 gi4
喜車,hi3 ca1
起落貨,hi3 lok6 fo4
氣不平,hi4 but5 pin2
汽車號牌,ki4 ca1 hau4 pai2
吃不來,ket5 but5 loi2
吃乾飯,ket5 gon1 fan4
吃後悔藥,ket5 heu4 fui4 yok6
去長隆,hi4 cong2 lung2
去粗取精,hi4 cu1 ci3 zin1
去淡水,hi4 tam4 sui3
興奮高潮,hin1 fun3 gau1 cau2
興芳路,hin1 fong1 lu4
興賢街,hin1 hien2 gai1
輕鐵車廠,kiang1 tiet5 ca1 cong3
輕質石油,kiang1 zit5 sak6 yiu2
興味無窮,hin4 mui4 vu2 kiung2
脅從,hiap5 cung2
僥倖獲勝,hiau1 hen4 vet6 sin4
可供軍用,ko3 giung1 giun1 yung4
河背街,ho2 boi4 gai1
荷塘區,ho2 tong2 ki1
香車寶馬,hiong1 ca1 bau3 ma1
海帆道,hoi3 fam2 tau4
殼質,hok5 zit5
學校設施,hok6 gau3 siet5 si1
學生行為,hok6 sang1 hang2 vui2
漢華中學,hon4 fa2 zung1 hok6
邯鄲縣,hon2 dan1 yen4
邯山,hon2 san1
康樂廣場,kong1 lok6 gong3 cong2
康莊道,kong1 zong1 tau4
褐河烏,hot5 ho2 vu1
好得滯,hau3 det5 ce4
好家伙,hau3 ga1 fo3
好命公,hau3 miang4 gung1
好命佬,hau3 miang4 lau3
好夢難成,hau3 mung4 lan2 sin2
好手腳,hau3 siu3 giok5
紅鸞道,fung2 lan2 tau4
欽仰,kim1 ngiong1
飲食療養,yim3 sit6 liau2 yong1
壬辰倭亂,ngim2 sin2 vo1 lon4
恁般,ngim4 ban1
欣澳道,hiun1 au4 tau4
仁弟,yin2 ti4
人結人緣,ngin2 giet5 ngin2 yen2
仁濟二中,yin2 zi4 ngi4 zung1
一把好手,yit5 ba3 hau3 siu3
一千六百,yit5 cien1 luk5 bak5
一級士官,yit5 kip5 su4 gon1
一兩毫,yit5 liong1 hau2
一兩排,yit5 liong1 pai2
一兩歲,yit5 liong1 soi4
一木難支,yit5 muk5 lan2 zi1
一字不落,yit5 su4 but5 lok6
日月食,ngit5 ngiet6 sit6
憂勞成疾,yiu1 lau2 sin2 cit6
游行示威,yiu2 hang2 si4 vui1
友翔道,yiu1 siong2 tau4
有冇假放,yiu1 mau2 ga3 fong4
耶魯拼音,ya2 lu1 pin4 yim1
依法查處,yi1 fap5 ca2 cu4
衣冠文物,yi1 gon1 vun2 vut6
咦點解,yi2 diam3 gai3
疑難解答,ngi2 lan2 gai3 dap5
已修正,yi3 siu1 zin4
耳仔窿,ngi3 zai3 lung1
異讀詞,yi4 tuk6 cu2
二伏,ngi4 fuk6
二級士官,ngi4 kip5 su4 gon1
驛使,yit6 si4
研考,ngan3 kau3
研求,ngan3 kiu2
延時攝影,yen2 si2 ngiap5 yang3
影醜,yang3 ciu3
應答如流,yin4 dap5 yi2 liu2
應徵稿,yin4 zin1 gau3
凝固點,ngien2 gu4 diam3
凝液,ngien2 yit6
熱層,ngiet6 cen2
要不要求,yau1 but5 yau1 kiu2
要死不活,yau4 si3 but5 fat6
若有所喪,yok6 yiu1 so3 song4
楊凝式,yong2 ngien2 sit5
肉嘟嘟,ngiuk5 du1 du1
肉中毒,ngiuk5 zung4 tuk6
用户線,yung4 fu4 sien4
瑜伽墊,yi2 ga1 tiap6
漁光道,ng2 gong1 tau4
如蠅逐臭,yi2 yin2 cuk6 ciu4
魚漂,ng2 piau1
雨褸怪客,yi3 leu1 gai4 hak5
御弟,ngi4 ti4
預防為主,yi4 fong2 vui2 zu3
元惡,ngien2 ok5
圓屋頂,yen2 vuk5 dang3
遠端轉移,yen3 don1 zon3 yi2
月經墊,ngiet6 gin1 tiap6
卡布其諾,ka1 bu4 ki2 lok5
卡爾紮伊,ka1 li3 zat5 yi1
卡盤,ka1 pan2
楷書體,kai3 su1 ti3
啟德隧道,ki3 det5 sui4 tau4
啟福道,ki3 fuk5 tau4
禁磨,gim1 mo2
琴調,kim2 tiau4
琴晚黑,kim2 man1 het5
吸熱反應,kip5 ngiet6 fan3 yin4
扱手,kip5 siu3
扣賬卡,keu4 zong4 kat6
翹鼻麻鴨,kiau2 pi4 ma2 ap5
強迫觀念,kiong2 bet5 gon1 ngiam4
強幹,kiong2 gon4
窮凶極惡,kiung2 hiung1 kit6 ok5
誇張失實,ka1 zong1 sit5 sit6
葵定路,kui2 tin4 lu4
喇合,la1 hap6
