char,pron
律啤,läk6 be1
栗背岩鷚,läk6 bui1 ngam4 läu6
律師會長,läk6 si1 wui6 zöng2
律政司司長,läk6 zäng1 si1 si1 zöng2
力不到不為財,läk6 bäk2 däu1 bäk2 wäi4 cöi4
歷朝通俗演義,läk6 ciu4 tung1 zuk6 ying2 yi6
力學波,läk6 hok6 bo1
力學傳遞,läk6 hok6 cüng4 däi6
歷來最低點,läk6 löi4 zöi1 däi1 dim2
鐮形血球貧血症,lim4 yäng4 hük2 käu4 päng4 hük2 zäng1
蓮藕湯,ling4 ngäu1 tong1
連年不斷,ling4 ning4 bäk2 düng6
連踢帶打,ling4 tek2 dai1 da2
蓮子口面,ling4 zi2 häu2 ming6
蓮子蓉口面,ling4 zi2 yung4 häu2 ming6
連續變調,ling4 zuk6 bing1 diu6
連續統假設,ling4 zuk6 tung2 ga2 cik2
靈牀,läng4 cong4
靈感空間,läng4 gäm2 hung1 gæng1
零月租,läng4 ngük6 zu1
零時一刻,läng4 si4 yäk2 häk2
靈醒,läng4 säng2
靈活策略,läng4 wuk6 cæk2 lök6
靈活經營,läng4 wuk6 gäng1 yäng4
稜錐,läng4 zöi1
靈鍾暱納,läng4 zung1 näk1 nap6
領存,läng1 cüng4
領導體系,läng1 däu6 täi2 häi6
領購,läng1 gäu1
領岩鷚,läng1 ngam4 läu6
另行規定,läng6 häng4 kwäi1 däng6
令人生畏,läng6 yäng4 säng1 wäi1
裂變產物,lik6 bing1 cæng2 mäk6
裂變碎片,lik6 bing1 söi1 ping2
裂谷熱病毒,lik6 guk2 ngik6 beng6 duk6
裂罅,lik6 la1
裂體吸蟲,lik6 täi2 käp2 cung4
列王記下,lik6 wong4 gi1 ha6
列支敦士登,lik6 zi1 däng1 si6 däng1
裂殖,lik6 zäk6
裂殖菌,lik6 zäk6 kwäng2
裂殖菌綱,lik6 zäk6 kwäng2 gong1
撩惹,liu4 ye1
撩撩下,liu4 liu4 ha1
了卻此生,liu1 kök2 ci2 säng1
攞打,lo2 da2
裸片,lo2 ping2
攞心抱仔,lo2 säm1 päu1 zäi2
羅離痕,lo4 li4 häng4
羅塞塔石碑,lo4 säk2 tap2 sek6 bi1
螺旋千斤頂,lo4 süng4 cing1 gäng1 däng2
兩個款,löng2 go1 fung2
量角規,löng4 gok2 kwäi1
良賈深藏,löng4 gwu2 säm1 cong4
良好飲食習慣,löng4 häu2 yäm2 säk6 zap6 gwæng1
良心話事,löng4 säm1 wa6 si6
良種繁育,löng4 zung2 fæng4 yuk6
兩步驟驗證,löng1 bu6 zäu6 yim6 zäng1
兩棲類動物,löng1 cäi1 löi6 dung6 mäk6
倆錢,löng1 cing4
兩點裏,löng1 dim2 li1
兩頰生津,löng1 gap2 säng1 zäng1
兩極管,löng1 gik6 gwung2
兩碼子事,löng1 ma1 zi2 si6
兩性動物,löng1 säng1 dung6 mäk6
兩頭兒,löng1 täu4 yi4
兩晉時代,löng1 zäng1 si4 döi6
兩字詞,löng1 zi6 ci4
量化邏輯,löng6 fa1 lo4 cäp2
量綱,löng6 gong1
亮麗人生,löng6 läi6 yäng4 säng1
量子沫,löng6 zi2 muk6
萊齊耶三世,löi4 cäi4 ye4 sam1 säi1
來電轉駁,löi4 ding6 züng2 bok2
來沙井,löi4 sa1 zäng2
落筆打三更,lok6 bäk2 da2 sam1 gæng1
洛杉磯湖人,lok6 cam1 gi1 wu4 yäng4
落車了,lok6 ce1 liu1
落地喊三聲好醜命生成,lok6 di6 ham1 sam1 säng1 häu2 cäu2 mäng6 sæng1 seng4
落地開花富貴榮華,lok6 di6 fui1 fa1 fu1 gwäi1 wäng4 wa4
落落難合,lok6 lok6 næng4 häp6
樂浪郡,lok6 long6 gwäng6
落埋怨,lok6 mai4 yüng1
落手打三更,lok6 säu2 da2 sam1 gæng1
落剩,lok6 säng6
落種,lok6 zung2
狼過華秀隻狗,long4 gwo1 wa4 säu1 zek2 gäu2
浪蕩流離,long6 dong6 läu4 li4
浪鼓,long6 gwu2
浪漫元素,long6 mæng6 yüng4 su1
浪蝕,long6 säk6
浪子髮式,long6 zi2 fæk2 säk2
撈到化,läu1 däu1 fa1
撈稿,läu1 gäu2
撈拿,läu1 na4
撈水蟹,läu1 söi2 hai1
撈水尾,läu1 söi2 mi1
撈湯,läu1 tong1
顱測量,lu4 cäk2 löng4
勞動生產力,läu4 dung6 säng1 cæng2 läk6
勞累過度,läu4 löi6 gwo1 du6
廬山真面目,lu4 sæng1 zäng1 ming6 muk6
魯班尺,lu1 bæng1 cek2
老表鬼鬼,läu1 biu2 gwäi2 gwäi2
老茶樹,läu1 ca4 sü6
老鵰,läu1 diu1
老番涼茶,läu1 fæng1 löng4 ca4
老虎都打死幾隻,läu1 fu2 du1 da2 si2 gi2 zek2
老虎尾,läu1 fu2 mi1
老虎衫,läu1 fu2 sam1
老虎頭上釘虱乸,läu1 fu2 täu4 söng6 deng1 säk2 na2
老虎頭上釘蝨乸,läu1 fu2 täu4 söng6 deng1 säk2 na2
老虎借豬,läu1 fu2 ze1 zü1
老家賊,läu1 ga1 cäk6
老公早晨,läu1 gung1 zäu2 säng4
老公豬豬,läu1 gung1 zü1 zü1
老鹹蟲,läu1 ham4 cung4
老糠都搾出油,läu1 hong1 du1 za1 cäk2 yäu4
老油子,läu1 yäu4 zi2
老醫少卜,läu1 yi1 siu1 buk2
老煙鬼,läu1 ying1 gwäi2
老幺,läu1 yiu1
老倆口,läu1 löng1 häu2
老馬失蹄,läu1 ma1 säk2 täi4
老吾老以及人之老,läu1 ng4 läu1 yi1 käp6 yäng4 zi1 läu1
老牛聲喉,läu1 ngäu4 säng1 häu4
老牛食嫩草,läu1 ngäu4 säk6 nüng6 cäu2
老牛精,läu1 ngäu4 zäng1
老年痴呆症,läu1 ning4 ci1 wui4 zäng1
老婆除褲,läu1 po4 cü4 fu1
老婆乸,läu1 po4 na2
老婆早晨,läu1 po4 zäu2 säng4
老婆豬豬,läu1 po4 zü1 zü1
老山寨,läu1 sæng1 zai6
老實威,läu1 säk6 wäi1
滷水扎蹄,lu1 söi2 zæk2 täi4
老視眼,läu1 si6 ngæng1
老鼠尾生瘡,läu1 sü2 mi1 sæng1 cong1
老鼠田,läu1 sü2 ting4
老船長,läu1 süng4 zöng2
老劏,läu1 tong1
老撾人民民主共和國,läu1 wo1 yäng4 mäng4 mäng4 zü2 gung6 wo4 gwok2
老烏恰,läu1 wu1 häp2
鹵質,lu1 zäk2
老積仔,läu1 zäk2 zäi2
老珠江,läu1 zü1 gong1
老拙,läu1 zük2
路見不平拔刀相助,lu6 ging1 bäk2 päng4 bäk6 däu1 söng1 zo6
路好滑,lu6 häu2 wæk6
碌碌半生,luk2 luk2 bung1 säng1
轆轆轉,luk2 luk2 züng1
碌死老鼠,luk2 si2 läu1 sü2
綠背山雀,luk6 bui1 sæng1 zök2
六朝四大家,luk6 ciu4 si1 dai6 ga1
氯單質,luk6 dæng1 zäk2
六方最密堆積,luk6 fong1 zöi1 mäk6 döi1 zäk2
淥下,luk6 ha1
六二五事變,luk6 yi6 ng1 si6 bing1
淥魚片,luk6 yü4 ping2
淥生菜,luk6 sæng1 cöi1
綠色生活,luk6 säk2 säng1 wuk6
籠檻,lung4 ham1
龍口奪食,lung4 häu2 dük6 säk6
龍門山斷層,lung4 mung4 sæng1 düng6 cäng4
龍頭蛇尾,lung4 täu4 se4 mi1
籠仔包,lung4 zäi2 bau1
籠仔蒸飯,lung4 zäi2 zäng1 fæng6
弄懂弄通,lung6 dung2 lung6 tung1
聯邦調查局,lüng4 bong1 diu6 ca4 guk6
聯合國開發計劃署,lüng4 häp6 gwok2 fui1 fæk2 gäi1 wæk6 cü1
聯合國環境規劃署,lüng4 häp6 gwok2 wæng4 gäng2 kwäi1 wæk6 cü1
聯合式合成詞,lüng4 häp6 säk2 häp6 säng4 ci4
亂講無為,lüng6 gong2 mu4 wäi4
亂映,lüng6 yäng2
亂世用重典,lüng6 säi1 yung6 cung1 ding2
亂指廿四,lüng6 zi2 ye6 si1
亂作古仔,lüng6 zok2 gwu2 zäi2
唔信咯,m4 säng1 lok2
孖啤車,ma1 bi1 ce1
孖池頭,ma1 ci4 täu4
麻鷹捉雞仔,ma4 yäng1 zuk2 gäi1 zäi2
麻蓉包,ma4 yung4 bau1
馬弁,ma1 bing6
榪釘,ma1 deng1
碼釘,ma1 deng1
馬爾堡病毒,ma1 yi1 bäu2 beng6 duk6
馬其頓共和國,ma1 ki4 däng6 gung6 wo4 gwok2
馬死落地行,ma1 si2 lok6 di6 hæng4
馬屎憑官貴,ma1 si2 päng4 gwung1 gwäi1
馬屎憑官勢,ma1 si2 päng4 gwung1 säi1
馬上比武,ma1 söng6 bi2 mu1
馬桶拔,ma1 tung2 bäk6
馬照跑舞照跳,ma1 ziu1 pau2 mu1 ziu1 tiu1
埋街飲井水,mai4 gai1 yäm2 zäng2 söi2
埋街食井水,mai4 gai1 säk6 zäng2 söi2
埋纜,mai4 lam6
埋手打三更,mai4 säu2 da2 sam1 gæng1
埋天怨地,mai4 ting1 yüng1 di6
買青苗,mai1 ceng1 miu4
買番攤,mai1 fæng1 tæng1
買孖展,mai1 ma1 zing2
買面子,mai1 ming6 zi2
賣兒鬻女,mai6 yi4 yuk6 nü1
賣賣大包,mai6 mai6 dai6 bau1
賣生藕,mai6 sæng1 ngäu1
賣頭賣尾,mai6 täu4 mai6 mi1
賣仔莫摸頭,mai6 zäi2 mok6 mo2 täu4
賣字畫,mai6 zi6 wa6
賣剩鴨,mai6 zäng6 ap2
賣剩尾,mai6 zäng6 mi1
蠻班辦,mæng4 bæng1 bæng6
慢速攝影,mæng6 cuk2 sip2 yäng2
萬家生佛,mæng6 ga1 säng1 fäk6
萬古長新,mæng6 gwu2 cöng4 säng1
萬惡滔天,mæng6 ok2 täu1 ting1
慢性阻塞性肺病,mæng6 säng1 zo2 säk2 säng1 fäi1 beng6
萬丈高樓平地起,mæng6 zöng6 gäu1 läu4 päng4 di6 hi2
抹台,mæk2 töi4
矛使,mau4 säi2
矛盾轉化,mau4 täng1 züng2 fa1
牡丹雖好全憑綠葉扶持,mau1 dæng1 söi1 häu2 cüng4 päng4 luk6 yip6 fu4 ci4
咪狗經,mäi1 gäu2 gäng1
咪馬經,mäi1 ma1 gäng1
咪仙,mäi1 sing1
米飯甘香,mai1 fæng6 gäm1 höng1
米開朗基羅,mai1 fui1 long1 gi1 lo4
米粒組織,mai1 näp2 zu2 zäk2
米少飯焦燶,mai1 siu2 fæng6 ziu1 nung1
脈壓,mæk6 æk2
麥兜菠蘿油王子,mæk6 däu1 bo1 lo4 yäu4 wong4 zi2
麥克白夫人,mæk6 häk2 bæk6 fu1 yäng4
麥克德莫特,mæk6 häk2 däk2 mok6 däk6
墨魚站,mäk6 yü4 zam6
墨劇,mäk6 kek6
麥理浩爵士,mæk6 li1 häu6 zök2 si6
麥米粥,mæk6 mai1 zuk2
墨西哥薄餅,mäk6 säi1 go1 bok6 beng2
墨西哥辣椒,mäk6 säi1 go1 læk6 ziu1
墨西拿海峽,mäk6 säi1 na4 fui2 hap6
麥氏賊鷗,mæk6 si6 cäk6 äu1
麥積山石窟,mæk6 zäk2 sæng1 sek6 fäk2
炆腩尾,mäng1 nam1 mi1
蚊帳頂,mäng1 zöng1 deng2
紋背捕蛛鳥,mäng4 bui1 bu6 zü1 niu1
文青機,mäng4 cäng1 gi1
聞道有先後,mäng4 däu6 yäu1 sing1 häu6
文化假日,mäng4 fa1 ga1 yäk6
民間瓦缸,mäng4 gæng1 nga1 gong1
文獻彙編,mäng4 hing1 wui6 ping1
文人多大話,mäng4 yäng4 do1 dai6 wa6
民以食為天,mäng4 yi1 säk6 wäi4 ting1
聞名不如見面,mäng4 mäng4 bäk2 yü4 ging1 ming6
文無第一武無第二,mäng4 mu4 däi6 yäk2 mu1 mu4 däi6 yi6
文彙報,mäng4 wui6 bäu1
閩南話又有,mäng1 nam4 wa2 yäu6 yäu1
問波哥,mäng6 bo1 go1
掹除,mäng1 cü4
掹炮,mäng1 pau1
掹實,mäng1 säk6
掹斷,mäng1 tüng1
掹住掹住,mäng1 zü6 mäng1 zü6
乜也,mäk2 ya1
乜咯,mäk2 lok2
乜樹,mäk2 sü6
乜哇,mäk2 wa1
密不外傳,mäk6 bäk2 wui6 cüng4
密度波,mäk6 du6 bo1
密封輻射源,mäk6 fung1 fuk2 se6 yüng4
物以罕為貴,mäk6 yi1 fung2 wäi4 gwäi1
物流裝備,mäk6 läu4 zong1 bi6
物離鄉貴人離鄉賤,mäk6 li4 höng1 gwäi1 yäng4 li4 höng1 zing6
密實度,mäk6 säk6 du6
密實姑娘假正經,mäk6 säk6 gwu1 nöng4 ga2 zäng1 gäng1
密食當三番,mäk6 säk6 dong1 sam1 fæng1
物質不滅定律,mäk6 zäk2 bäk2 mik6 däng6 läk6
物質文明和精神文明,mäk6 zäk2 mäng4 mäng4 wo4 zäng1 säng4 mäng4 mäng4
謀取面試,mäu4 cü2 ming6 si1
貿易保護主義,mäu6 yäk6 bäu2 wu6 zü2 yi6
孭凳仔,me1 däng1 zäi2
孭藥煲,me1 yök6 bäu1
孭你,me1 ni1
孭我,me1 ngo1
孭臊蝦仔,me1 säu1 ha1 zäi2
微速攝影,mi4 cuk2 sip2 yäng2
眉間輪,mi4 gæng1 läng4
微型封裝塊,mi4 yäng4 fung1 zong1 fai1
眉卡,mi4 ka1
糜爛性毒劑,mi4 læng6 säng1 duk6 zäi1
微生物學家,mi4 säng1 mäk6 hok6 ga1
微小病毒科,mi4 siu2 beng6 duk6 fo1
微聚焦,mi4 zü6 ziu1
美國存託憑證,mi1 gwok2 cüng4 tok2 päng4 zäng1
美國地質調查局,mi1 gwok2 di6 zäk2 diu6 ca4 guk6
美國地質局,mi1 gwok2 di6 zäk2 guk6
美國獨立戰爭,mi1 gwok2 duk6 läp6 zing1 zäng1
美如畫,mi1 yü4 wa6
尾籠,mi1 lung4
尾聯,mi1 lüng4
美味小食,mi1 mi6 siu2 säk6
美食甜品,mi1 säk6 tim4 bäng2
美屬維爾京羣島,mi1 suk6 wäi4 yi1 gäng1 kwäng4 däu2
未曾做,mi6 cäng4 zu6
未達一間,mi6 dæk6 yäk2 gæng1
未見官先打三十大板,mi6 ging1 gwung1 sing1 da2 sam1 säp6 dai6 bæng2
未吃飯,mi6 hek2 fæng6
未學行先學走,mi6 hok6 hæng4 sing1 hok6 zäu2
未咯,mi6 lok2
沒水銅人,mi6 söi2 tung4 yäng4
未食飽,mi6 säk6 bau2
未成冠,mi6 säng4 gwung1
未傻咯,mi6 so4 lok2
免疫注射,ming1 yäk6 zü1 se6
面診,ming6 cäng2
面青面黃,ming6 ceng1 ming6 wong4
面口黑黑,ming6 häu2 häk2 häk2
面嚮對象語言,ming6 höng1 döi1 zöng6 yü1 ying4
面嚮連接,ming6 höng1 ling4 zip2
面燃大士,ming6 ying4 dai6 si6
面如灰土,ming6 yü4 fui1 tu2
面坯,ming6 pui1
面心立方最密堆積,ming6 säm1 läp6 fong1 zöi1 mäk6 döi1 zäk2
面黃肌閎,ming6 wong4 gi1 wäng4
溟池,mäng4 ci4
明槍易擋暗箭難防,mäng4 cöng1 yi6 dong2 äm1 zing1 næng4 fong4
溟島,mäng4 däu2
暝昏,mäng4 fäng1
明光度,mäng4 gwong1 du6
名人與學生,mäng4 yäng4 yü1 hok6 sæng1
名列首位,mäng4 lik6 säu2 wäi6
名重識暗,mäng4 zung6 säk2 äm1
溟溟,mäng1 mäng4
溟蒙,mäng1 mung4
滅種罪,mik6 zung2 zöi6
妙法蓮華經,miu6 fæk2 ling4 wa4 gäng1
妙語解頤,miu6 yü1 gai2 yi4
廟仔門,miu6 zäi2 mung4
魔鬼粘,mo1 gwäi2 nim4
摸不着頭腦,mo2 bäk2 zök6 täu4 näu1
摸肚仔,mo2 tu1 zäi2
磨不開,mo4 bäk2 fui1
磨煩,mo4 fæng4
磨灰,mo4 fui1
磨起泡,mo4 hi2 pau1
磨石粗砂岩,mo4 sek6 cu1 sa1 ngam4
磨叨,mo4 täu1
磨製石器,mo4 zäi1 sek6 hi1
磨嘴,mo4 zöi2
磨嘴皮子,mo4 zöi2 pi4 zi2
莫霍洛維奇不連續面,mok6 fok2 lok6 wäi4 ki4 bäk2 ling4 zuk6 ming6
莫可指數,mok6 ho2 zi2 su1
忙中出錯,mong4 zung1 cäk2 co1
網卡速度,mong1 kæk2 cuk2 du6
網絡打印機,mong1 lok6 da2 yäng1 gi1
網絡規劃人員,mong1 lok6 kwäi1 wæk6 yäng4 yüng4
網路節點介面,mong1 lu6 zik2 dim2 gai1 ming6
妄生穿鑿,mong1 säng1 cüng1 zok6
網上互動戒煙中心,mong1 söng6 wu6 dung6 gai1 ying1 zung1 säm1
網上互動問答,mong1 söng6 wu6 dung6 mäng6 dap2
網際電話,mong1 zäi1 ding6 wa2
望到頸長,mong6 däu1 geng2 cöng4
望到頸都長,mong6 däu1 geng2 du1 cöng4
無檳城豔咩,mu4 bäng1 säng4 yim6 me1
無伴奏合唱,mu4 bung6 zäu1 häp6 cöng1
無打算添,mu4 da2 süng1 tim1
毛都未出齊,mäu4 du1 mi6 cäk2 cäi4
毛都未生齊,mäu4 du1 mi6 sæng1 cäi4
無毒不丈夫,mu4 duk6 bäk2 zöng6 fu1
無端生有,mu4 düng1 säng1 yäu1
無風不起浪,mu4 fung1 bäk2 hi2 long6
毛巾氈,mäu4 gäng1 zing1
無國界醫生,mu4 gwok2 gai1 yi1 säng1
模下,mu4 ha6
無限空間,mu4 hæng6 hung1 gæng1
無限小數,mu4 hæng6 siu2 su1
無業閒散,mu4 yip6 hæng4 sæng2
無厘剎那,mu4 li4 sæk2 na1
無論點好,mu4 läng6 dim2 häu2
無聊緊,mu4 liu4 gäng2
無聊無賴,mu4 liu4 mu4 lai6
無名烈士墓,mu4 mäng4 lik6 si6 mu6
無三不成幾,mu4 sam1 bäk2 säng4 gi2
無心插柳柳成蔭,mu4 säm1 cap2 läu1 läu1 säng4 yäm1
無聲狗咬死人,mu4 säng1 gäu2 ngau1 si2 yäng4
無腥氣,mu4 säng1 hi1
無線電傳呼機,mu4 sing1 ding6 cüng4 fu1 gi1
毛線針,mäu4 sing1 zäm1
無醒起,mu4 säng2 hi2
無糖食品,mu4 tong4 säk6 bäng2
無維度,mu4 wäi4 du6
無針注射器,mu4 zäm1 zü1 se6 hi1
無脊椎動物,mu4 zek2 zöi1 dung6 mäk6
毛織運動衫,mäu4 zäk2 wäng6 dung6 sam1
無氈無扇神仙難變,mu4 zing1 mu4 sing1 säng4 sing1 næng4 bing1
舞抃,mu1 bing6
舞蹈培訓,mu1 däu6 pui4 fäng1
母函數,mu1 ham4 su1
武器可用物質,mu1 hi1 ho2 yung6 mäk6 zäk2
母音調和,mu1 yäm1 tiu4 wo4
侮弄,mu1 lung6
舞牙弄爪,mu1 nga4 lung6 zau2
舞台燈,mu1 töi4 däng1
舞台燈光,mu1 töi4 däng1 gwong1
武裝入侵,mu1 zong1 yäp6 cäm1
冒名頂替者,mäu6 mäng4 däng2 täi1 ze2
婺女,mu6 nü1
冒生命危險,mäu6 säng1 mäng6 ngäi4 him2
冒天下之大不韙,mäu6 ting1 ha6 zi1 dai6 bäk2 wäi1
梅德韋傑夫,mui4 däk2 wäi1 gik6 fu1
梅氏腺,mui4 si6 sing1
梅窩警署,mui4 wo1 gäng2 cü1
梅酌,mui4 zök2
每一朝,mui1 yäk2 ziu1
木筏頂,muk6 fæk6 deng2
木棉下,muk6 ming4 ha6
門口仔,mung4 häu2 zäi2
門仔灣,mung4 zäi2 wæng1
滿屏,mung1 bäng2
滿臉生花,mung1 lim1 säng1 fa1
滿肚文章,mung1 tu1 mäng4 zöng1
滿足面,mung1 zuk2 ming6
懵到上心口,mung2 däu1 söng1 säm1 häu2
懵仔簿,mung2 zäi2 bu2
蒙特卡羅方法,mung4 däk6 ka1 lo4 fong1 fæk2
蒙古人民共和國,mung4 gwu2 yäng4 mäng4 gung6 wo4 gwok2
夢行症,mung6 häng4 zäng1
抹不下臉,muk2 bäk2 ha6 lim1
抹稀泥,muk2 hi1 näi4
沒包吃住,muk6 bau1 hek2 zü6
沒得少,muk6 däk2 siu2
沒幾何,muk6 gi2 ho2
沒口齒,muk6 häu2 ci2
沒吃沒穿,muk6 hek2 muk6 cüng1
沒有規矩不成方圓,muk6 yäu1 kwäi1 gü2 bäk2 säng4 fong1 yüng4
沒有臉皮,muk6 yäu1 lim1 pi4
沒用怪,muk6 yung6 gwai1
沒社保,muk6 se1 bäu2
沒徵,muk6 zäng1
拿俄米,na4 ngo4 mai1
奶油菜花,nai1 yäu4 cöi1 fa1
南方都市報,nam4 fong1 du1 si1 bäu1
男人大丈夫,nam4 yäng4 dai6 zöng6 fu1
南卡羅來納,nam4 ka1 lo4 löi4 nap6
南卡羅來納州,nam4 ka1 lo4 löi4 nap6 zäu1
男女大不同,nam4 nü1 dai6 bäk2 tung4
男女性別角色,nam4 nü1 säng1 bik6 gok2 säk2
男女玩具,nam4 nü1 wung6 gü6
男士服飾,nam4 si6 fuk6 säk2
男仔衫,nam4 zäi2 sam1
男裝櫃,nam4 zong1 gwäi6
難得食,næng4 däk2 säk6
難登大雅之堂,næng4 däng1 dai6 nga1 zi1 tong4
難開下道,næng4 fui1 ha6 däu6
難以克服,næng4 yi1 häk2 fuk6
難以完成,næng4 yi1 yüng4 säng4
納尼亞傳奇,nap6 ni4 a1 züng6 ki4
納頭便拜,nap6 täu4 bing6 bai1
納華特文,nap6 wa4 däk6 mäng4
焫嚫,nat2 cäng1
焫傷,nat2 söng1
撓裂,nau4 lik6
撓鈎,nau4 ngäu1
鬧雙包,nau6 söng1 bau1
泥質頁岩,näi4 zäk2 yip6 ngam4
能乾嘛,näng4 gung1 ma1
能興盛,näng4 häng1 säng6
能弱能強,näng4 yök6 näng4 köng4
能源與生活,näng4 yüng4 yü1 säng1 wuk6
能源審核與碳審計,näng4 yüng4 säm2 häk6 yü1 tæng1 säm2 gäi1
能量守恆定律,näng4 löng6 säu2 häng4 däng6 läk6
能者為師,näng4 ze2 wäi4 si1
凹凸鏡,näp2 däk6 geng1
尼希米記,ni4 hi1 mai1 gi1
尼斯湖水怪,ni4 si1 wu4 söi2 gwai1
您坐,ni1 co1
女婢,nü1 pi1
女性貶抑,nü1 säng1 bing2 yäk2
女仔流流,nü1 zäi2 läu4 läu4
女仔衫,nü1 zäi2 sam1
女真語,nü1 zäng1 yü1
女子參政權,nü1 zi2 cam1 zäng1 küng4
吳頭楚尾,ng4 täu4 co2 mi1
五打一,ng1 da2 yäk2
五等爵位,ng1 däng2 zök2 wäi6
五音度,ng1 yäm1 du6
五羊城,ng1 yöng4 säng4
牙齒打卦,nga4 ci2 da2 gwa1
牙齒當金使,nga4 ci2 dong1 gäm1 säi2
捱穀種,ngai4 guk2 zung2
捱齋,ngai4 zai1
艾葉油,ngai6 yip6 yäu4
艾片,ngai6 ping1
艾滋病病毒,ngai6 zi1 beng6 beng6 duk6
啱到廣州,ngam1 däu1 gwong2 zäu1
啱瞓醒覺,ngam1 fäng1 seng2 gau1
啱喬,ngam1 kiu4
啱啱遇着剛剛,ngam1 ngam1 yü6 zök6 gong1 gong1
啱啱碰着剛剛,ngam1 ngam1 pung1 zök6 gong1 gong1
啱線,ngam1 sing1
岩沙海葵毒素,ngam4 sa1 fui2 kwäi4 duk6 su1
眼不見為淨,ngæng1 bäk2 ging1 wäi4 zäng6
眼不轉睛,ngæng1 bäk2 züng2 zäng1
眼穿腸斷,ngæng1 cüng1 cöng4 düng6
眼火都爆,ngæng1 fo2 du1 bau1
眼好澀,ngæng1 häu2 gip2
眼眉毛長,ngæng1 mi4 mäu4 cöng4
眼尾倔住,ngæng1 mi1 gwäk6 zü6
眼神不好,ngæng1 säng4 bäk2 häu2
眼蛇蛇,ngæng1 se4 se4
眼中釘肉中刺,ngæng1 zung1 deng1 yuk6 zung1 ci1
硬幣坯,ngæng6 bäi6 pui1
硬採,ngæng6 cöi2
硬副本,ngæng6 fu1 bung2
硬角角,ngæng6 gok2 gok2
硬瓜瓜,ngæng6 gwa1 gwa1
硬櫃,ngæng6 gwäi6
硬連接,ngæng6 ling4 zip2
硬式磁碟機,ngæng6 säk2 ci4 dip6 gi1
硬性攤派,ngæng6 säng1 tæng1 pai1
硬脂酸鈣,ngæng6 zi1 süng1 kwui1
硬住硬住,ngæng6 zü6 ngæng6 zü6
淆老襯,ngau4 läu1 cäng1
咬兜,ngau1 däu1
咬貴米,ngau1 gwäi1 mai1
咬着耳朵,ngau1 zök6 yi1 do2
危如朝露,ngäi4 yü4 ziu1 lu6
蟻多摟死象,ngäi1 do1 läu1 si2 zöng6
銀喉長尾山雀,ngäng4 häu4 cöng4 mi1 sæng1 zök2
銀行單,ngäng4 hong4 dæng1
銀行對賬單,ngäng4 hong4 döi1 zöng1 dæng1
銀耳相思鳥,ngäng4 yi1 söng1 si1 niu1
銀臉長尾山雀,ngäng4 lim1 cöng4 mi1 sæng1 zök2
銀針菜,ngäng4 zäm1 cöi1
銀粘,ngäng4 zim1
牛耳仔,ngäu4 yi1 zäi2
牛羊雜湯,ngäu4 yöng4 zap6 tong1
偶函數,ngäu1 ham4 su1
蛾眉皓齒,ngo4 mi4 häu6 ci2
餓死老婆瘟臭屋,ngo6 si2 läu1 po4 wäng1 cäu1 uk2
外錯角,wui6 co1 gok2
外國月亮特別圓,wui6 gwok2 ngük6 löng6 däk6 bik6 yüng4
外語會話,wui6 yü1 wui6 wa2
外來成語,wui6 löi4 säng4 yü1
外貿經濟,wui6 mäu6 gäng1 zäi1
外貿逆差,wui6 mäu6 yäk6 ca1
礙面子,wui6 ming6 zi2
外銷量,wui6 siu1 löng4
外側裂,wui6 zäk2 lik6
外側裂周區,wui6 zäk2 lik6 zäu1 kü1
外側裂周圍,wui6 zäk2 lik6 zäu1 wäi4
外質膜,wui6 zäk2 mok6
樂器批發,ngok6 hi1 päi1 fæk2
鱷魚頭老襯底,ngok6 yü4 täu4 läu1 cäng1 däi2
岸然道貌,wung6 ying4 däu6 mau6
岸芷汀蘭,wung6 zi2 täng1 læng4
戇居仔,ngong6 gü1 zäi2
拈輕怕重,nim1 häng1 pa1 cung1
黏着語,nim1 zök2 yü1
念下先,nim6 ha6 sing1
年輕幹部,ning4 häng1 gwung1 bu6
年華虛度,ning4 wa4 hü1 du6
碾米機,ning1 mai1 gi1
寧食開眉粥莫食愁眉飯,näng4 säk6 fui1 mi4 zuk2 mok6 säk6 säu4 mi4 fæng6
寧為玉碎不為瓦全,näng4 wäi4 yuk6 söi1 bäk2 wäi4 nga1 cüng4
寧為玉碎不作瓦全,näng4 wäi4 yuk6 söi1 bäk2 zok2 nga1 cüng4
捏估,nip6 gwu2
躡着腳,nip6 zök6 gök2
鳥腳下目,niu1 gök2 ha6 muk6
挼好長髮,no4 häu2 cöng4 fæk2
糯米餈荔枝,no6 mai1 ci4 läi6 zi1
糯米屎忽,no6 mai1 si2 fäk2
糯米屎窟,no6 mai1 si2 fäk2
糯米甜醋,no6 mai1 tim4 cu1
糯米臀,no6 mai1 tüng4
糯米蕉,no6 mai1 ziu1
內切球,nöi6 cik2 käu4
內衫,nöi6 sam1
諾貝爾和平獎,nok6 bui1 yi1 wo4 päng4 zöng2
奴兒干都司,nu4 yi4 gwung1 du1 si1
腦海漂浮,näu1 fui2 piu1 fäu4
腦食屎,näu1 säk6 si2
腦成像技術,näu1 säng4 zöng6 gi6 säk6
腦體倒掛,näu1 täi2 däu1 gwa1
農村家庭聯產承包責任制,nung4 cüng1 ga1 täng4 lüng4 cæng2 säng4 bau1 zæk2 yäm6 zäi1
農家美食,nung4 ga1 mi1 säk6
農耕年代,nung4 gæng1 ning4 döi6
