id,language,glyph,pron
1043,hakka,公太,gung1 tai4
1044,waitau,太婆,tai1 po4
1044,hakka,婆太,po2 tai4
1045,waitau,阿公,a1 gung2
1045,hakka,姐公,zia3 gung1
1046,waitau,阿婆,a1 po4
1046,hakka,姐婆,zia3 po2
1047,waitau,阿伯,a1 bæk2
1047,waitau,大伯,dai6 bæk2
1047,hakka,阿伯,a1 bak5
1048,waitau,伯娘,bæk2 nöng4
1048,hakka,阿娘,a1 ngiong2
1049,waitau,阿叔,a1 suk2
1049,waitau,叔仔,suk2 zäi2
1049,hakka,阿叔,a1 suk5
1050,waitau,阿嬸,a1 säm2
1050,waitau,嬸仔,säm2 zäi2
1050,hakka,叔姆,suk5 me1
1051,waitau,姑丈,gu1 zöng2
1051,hakka,姑丈,gu1 cong1
1051,hakka,姑爺,gu1 ya2
1052,waitau,大姑,dai6 gu1
1052,waitau,姑仔,gu1 zäi2
1052,hakka,大姑,tai4 gu1
1052,hakka,姑仔,gu1 zai3
1053,waitau,姨丈,yi4 zöng2
1053,hakka,姨丈,yi2 cong1
1054,waitau,大姨,dai6 yi2
1054,waitau,阿姨,a1 yi2
1054,hakka,大姨,tai4 yi2
1054,hakka,姨仔,yi2 zai3
1055,waitau,大舅,dai6 käu1
1055,waitau,阿舅,a1 käu2
1055,hakka,大舅,tai4 kiu1
1055,hakka,舅仔,kiu1 zai3
1056,waitau,大妗,dai6 käm1
1056,waitau,阿妗,a1 käm1
1056,waitau,妗仔,käm1 zäi2
1056,hakka,大舅娘,tai4 kiu1 ngiong2
1056,hakka,舅娘仔,kiu2 ngiong2 zai3
1057,waitau,大佬,dai6 läu2
1057,waitau,阿哥,a1 go1
1057,hakka,阿哥,a1 go1
1058,waitau,阿哥,go4 go2
1058,hakka,阿哥,a1 go1
1059,waitau,阿嫂,a1 säu2
1059,hakka,阿嫂,a1 sau3
1060,waitau,大姊,dai6 zi2
1060,hakka,阿姐,a1 zia3
1061,waitau,姐夫,ze2 fu1
1061,waitau,姊夫,zi2 fu1
1061,hakka,姐夫,zia3 fu1
1062,waitau,細佬,säi1 läu2
1062,hakka,老弟,lau3 tai1
1063,waitau,阿妹,a1 mui6
1063,hakka,老妹,lau3 moi4
1064,waitau,妹夫,mui6 fu1
1064,waitau,阿弟,a1 täi1
1064,hakka,老妹婿,lau3 moi4 se4
1065,waitau,大伯,dai6 bæk6
1065,hakka,大伯爺,tai4 bak5 ya2
1066,waitau,叔仔,suk2 zäi2
1066,hakka,叔仔,suk5 zai3
1067,waitau,大姑,dai6 gu1
1067,waitau,大姊,dai6 zi2
1067,hakka,大姑,dai4 gu1
1068,waitau,大姨,dai6 yi4
1068,hakka,大姨,tai4 yi2
1069,waitau,姨仔,yi2 zäi2
1069,waitau,阿姨,a1 yi2
1069,hakka,姨仔,yi2 zai3
1070,waitau,大舅,dai6 käu1
1070,hakka,大舅,tai4 kiu1
1071,waitau,舅仔,käu1 zäi2
1071,hakka,舅仔,kiu1 zai3
1072,waitau,老襟,läu1 käm2
1072,hakka,老襟,lau1 kim1
1073,waitau,妯娌,cuk2 li2
1073,hakka,子嫂,zu3 sau3
1074,waitau,老公,läu1 gung1
1074,hakka,老公,lau3 gung1
1075,waitau,老婆,lau1 po4
1075,hakka,老婆,lau3 po2
1076,waitau,外父,wui6 fu2
1076,waitau,岳父,ngok6 fu2
1076,waitau,著人公,zü1 yäng4 gung1
1076,hakka,丈人佬,cong1 ngin1 lau3
1077,waitau,外母,wui6 mu2
1077,waitau,岳母,ngok6 mu2
1077,waitau,著人婆,zü1 yäng4 po4
1077,hakka,丈人婆,cong1 ngin1 po2
1078,waitau,家公,ga1 gung1
1078,waitau,大人公,dai6 yäng4 gung1
1078,hakka,家官,ga1 gon1
1079,waitau,家婆,ga1 po4
1079,hakka,家娘,ga1 ngiong2
1080,waitau,親家,cäng1 ga1
1080,hakka,親家,cin1 ga1
1080,hakka,且姆,cia1 me1
1081,hakka,繼父爺,ge4 fu1 ya2
1082,waitau,後歸婆,häu6 gwäi1 po4
1082,waitau,後仔乸,häu6 zäi2 na2
1082,waitau,後繼婆,häu6 gäi1 po4
1082,hakka,後娭,heu4 oi1
1083,waitau,契爺,käi1 ya4
1083,hakka,契爺,ke4 ya2
1084,waitau,契娘,käi1 nöng4
1084,waitau,契媽,käi1 ma2
1084,hakka,契媽,ke4 ma2
1085,waitau,細民仔,säi1 mäng1 zäi2
1085,hakka,子女,zu3 ng3
1086,waitau,仔,zäi2
1086,hakka,賴子,lai4 zu1
1087,waitau,孻仔,lai1 zäi2
1087,hakka,滿仔,man1 zai3
1088,waitau,新婦,säng1 fu1
1088,hakka,心臼,sim1 kiu1
1089,waitau,女,nü2
1089,waitau,妹仔,mui6 zäi2
1089,hakka,妹子,moi4 zu1
1090,waitau,孻女,lai1 nü2
1090,hakka,滿女,man1 ng3
1091,waitau,女婿,nü1 säi1
1091,hakka,婿郎,se4 long2
1092,waitau,孫,süng1
1092,hakka,孫仔,sun1 zai3
1093,waitau,女孫,nü1 süng1
1093,waitau,孫女,süng1 nü1
1093,hakka,孫女,sun1 ng3
1094,waitau,息,säk2
1094,hakka,息子,set5 zu1
1095,waitau,外孫,wui6 süng1
1095,hakka,外孫,ngoi4 sun1
1096,waitau,外孫女,wui6 süng1 nü2
1096,hakka,外孫女,ngoi4 sun1 ng3
1097,waitau,外甥,wui6 sæng1
1097,hakka,外甥,ngoi2 sang1
1098,waitau,外甥女,wui6 sæng1 nü2
1098,hakka,外甥女,ngoi2 sang1 ng3
1099,waitau,侄,zäk6
1099,hakka,侄仔,cit5 zu3
1100,waitau,侄女,zäk6 nü1
1100,hakka,侄女,cit5 ngi3
1101,waitau,兩仔爺,löng1 zäi2 ya4
1101,hakka,兩子爺,liong3 zu3 ya2
1102,waitau,兩公婆,löng1 gung1 po4
1102,hakka,兩公婆,liong3 gung1 po2
1103,waitau,兄弟,häng1 däi6
1103,hakka,兄弟,hiung1 ti4
1104,waitau,姊妹,zi2 mui6
1104,hakka,姊妹,zi3 moi4
1105,waitau,兩兄弟,löng1 häng6 däi6
1105,hakka,兩兄弟,liong3 hiung1 ti4
1106,waitau,兩姊妹,löng1 zi2 mui6
1106,hakka,兩姊妹,liong3 zi3 moi4
1107,waitau,兩兄妹,löng1 häng6 mui6
1107,hakka,兩姊妹,liong3 zi3 moi4
1108,waitau,兩姐弟,löng1 zi2 däi6
1108,hakka,兩姊妹,liong3 zi3 moi4
1109,waitau,叔伯兄弟,suk2 bæk2 häng1 däi6
1109,hakka,叔伯兄弟,suk5 bak5 hiung1 ti4
1110,waitau,表姊妹,biu2 zi2 mui6
1110,hakka,表姊妹,biau3 zi3 moi4
1111,waitau,親戚,cäng6 cäk2
1111,hakka,親戚,cin1 cit5
1112,waitau,輩份,bui6 fäng6
1112,hakka,字輩,su4 bui4
1113,waitau,乳名,yöi1 meng2
1113,hakka,花名,fa1 miang2
1114,waitau,花名,fa1 meng2
1114,hakka,花名,fa1 miang2
1115,waitau,做媒人,zu6 mui4 yäng2
1115,hakka,做媒人,zo4 moi2 ngin2
1116,waitau,媒人,mui4 yäng4
1116,waitau,媒人婆,mui4 yäng4 po4
1116,hakka,媒人婆,moi2 ngin2 po2
1117,waitau,過定,gwo1 deng6
1117,hakka,定婚,tin4 fun1
1118,waitau,娶老婆,cü2 läu1 po4
1118,waitau,娶老婆,cu1 läu1 po4
1118,hakka,娶老婆,ci3 lau3 po2
1119,waitau,嫁人,ga1 yäng4
1119,hakka,嫁老公,ga4 lau3 gung1
1120,waitau,娶新婦,cu2 säng6 fu1
1120,waitau,娶新婦,cü2 säng6 fu1
1120,hakka,娶心臼,ci3 sim1 kiu1
1121,waitau,入贅,yäp6 zöi6
1121,hakka,招郎入舍,zau1 long2 ngip5 sa4
1122,waitau,新郎哥,säng6 long4 go2
1122,hakka,新娘公,sin1 long2 gung1
1123,waitau,新娘,säng1 nöng2
1123,hakka,新娘,sin1 ngiong2
1124,waitau,擺酒,bäi2 zäu2
1124,hakka,做酒,zo4 ziu3
1125,waitau,去飲,hü1 yäm2
1125,hakka,食酒,sit6 ziu3
1126,waitau,外家,wui6 ga1
1126,hakka,妹家,moi4 ga1
1127,waitau,返頭嫁,fæng1 täu4 ga1
1127,hakka,返嫁,fan1 ga4
1128,waitau,續弦,zuk6 yüng4
1128,waitau,娶填房,cu2 ting4 fong4
1128,hakka,再娶,cai4 ci3
1129,waitau,大肚,dai6 du2
1129,hakka,大肚胈,tai4 du3 pat6
1130,waitau,漚仔,äu1 zäi2
1130,hakka,發子,bot5 zu3
1131,waitau,小產,siu2 cæng2
1131,hakka,損身,sun3 sin1
1131,hakka,小產,siau3 can3
1132,waitau,大肚婆,dai6 du2 po4
1132,hakka,大肚婆,tai4 du3 po2
1133,waitau,作動,zuk2 dung6
1133,hakka,打斗,da3 deu3
1134,waitau,生仔,sæng1 zäi2
1134,hakka,養阿伢,yong1 o1 nga2
1135,waitau,難產,næng4 cæng2
1135,hakka,養唔出,yong1 m1 cut5
1136,waitau,接生,zip2 sæng1
1136,hakka,接生,ziap5 sang1
1137,waitau,胎盤,töi1 pung4
1137,hakka,胞衣,bau1 yi1
1138,waitau,孖仔,ma1 zäi2
1138,hakka,孖仔,ma1 zai3
1139,waitau,蘇蝦,su2 ha1
1139,waitau,伢伢仔,nga4 nga2 zäi2
1139,hakka,阿伢,o1 nga2
1140,waitau,坐月,co1 yük2
1140,hakka,做月,zo4 ngiet6
1141,waitau,餵奶,wäi1 näi1
1141,hakka,供嬭,giung4 len4
1142,waitau,餵飯,wäi1 fæng6
1142,hakka,飼飯,ci3 fan4
1143,waitau,奶嘴,nai1 zöi2
1143,hakka,𢆡頭仔,len4 teu2 zai3
1143,hakka,嬭嘴,len4 zui3
1144,waitau,兜尿,däu1 niu6
1144,waitau,殊尿,sü4 niu6
1144,hakka,兜尿,deu1 ngiau4
1145,waitau,瀨尿,lai4 niu6
1145,hakka,瀨尿,lai2 ngiau4
1146,waitau,抆屎,ming2 si2
1146,waitau,抆屎窟,mäng2 si2 fäk2
1146,hakka,擯屎,bin3 si3
1147,waitau,短命,düng2 meng6
1147,hakka,短命,don3 miang4
1148,waitau,吊頸,diu1 geng2
1148,hakka,吊頸,diau4 giang3
1149,waitau,跳河,tiu1 ho4
1149,hakka,投河,teu2 ho2
1150,waitau,病死,beng6 si2
1150,hakka,病死嗨,piang4 si3 hoi1
1151,waitau,過身,gwo1 säng1
1151,hakka,過身,go4 sin1
1151,hakka,老嗨,lau3 hoi1
1152,waitau,白事,bæk6 si6
1152,hakka,做白事,zo4 pak6 su4
1153,waitau,棺材,gwung1 cöi4
1153,waitau,壽板,säu6 bæng2
1153,hakka,棺材,gon1 coi2
1154,waitau,出喪,cäk2 song1
1154,hakka,入殮,ngip6 liam1
1155,waitau,出殯,cäk2 bäng1
1155,hakka,送葬,sung4 zong4
1156,waitau,落葬,lok6 zong1
1156,hakka,埋,mai2
1157,waitau,溪錢,käi1 cing4
1157,hakka,溪錢,kai1 cien2
1158,waitau,仵作,ng6 zok2
1158,waitau,棺材佬,gwung1 cöi4 läu2
1158,hakka,棺材佬,gon1 coi2 lau3
1159,waitau,炮仗,pau1 zöng2
1159,waitau,連排,ling4 pai4
1159,hakka,爆仗,bau4 cong4
1160,waitau,墳頭,fäng4 täu4
1160,hakka,墳頭,fun2 teu2
1161,waitau,墓碑,mu6 bi1
1161,hakka,碑石,bi1 sak6
1162,waitau,拜山,bai1 sæng1
1162,hakka,掛山,ga4 san1
1163,waitau,病,beng6
1163,hakka,病嗨,piang4 hoi1
1164,waitau,難頂,nang4 däng2
1164,waitau,頂唔順,däng2 m4 säng6
1164,hakka,難頂,lan2 din3
1165,waitau,發燒,fæk2 siu1
1165,hakka,發燒,fat5 sau1
1166,waitau,發冷,fæk2 læng1
1166,hakka,發冷,bot5 lang1
1167,waitau,發吽豆,fæk2 ngäu6 däu6
1167,hakka,發呆,fat5 ngoi2
1168,waitau,打冷震,da2 læng1 zäng1
1168,hakka,打陣冥,da3 cin3 min3
1169,waitau,感親,gam2 cäng1
1169,hakka,傷風,song1 fung1
1170,hakka,發大冷,bot5 tai4 lang1
1171,waitau,打冷震,da2 læng1 zäng1
1171,hakka,吃吃震,git6 git6 zun1
1172,waitau,扯蝦,ce2 ha1
1172,hakka,發呷,bot5 hap5
1173,waitau,咳嗽,käk2 säu1
1173,hakka,凵,kiem3
1174,waitau,攝親,sip2 cäng6
1174,hakka,冷倒,lang1 dau3
1175,waitau,中暑,zung1 sü2
1175,hakka,發痧,bot5 sa1
1176,waitau,熱氣,ngik6 hi1
1176,hakka,熱氣,ngiet6 hi4
1177,waitau,作嘔,zok2 äu2
1177,hakka,作嘔,zok5 eu1
1178,waitau,結恭,gik2 gung2
1178,waitau,屙屎唔出,o1 si2 m4 cäk2
1178,hakka,屙屎唔出,o1 si3 m1 cut5
1179,waitau,疴肚仔,ngo6 du2 zäi2
1179,hakka,肚胈屙,du3 pat6 o1
1180,waitau,喫滯,hek2 zäi6
1180,hakka,唔消化,m1 siau1 fa4
1181,waitau,頭暈,täu4 wäng4
1181,hakka,頭那暈,teu2 la1 vin2
1182,waitau,嘔,äu2
1182,hakka,嘔,eu3
1183,waitau,痛,tung1
1183,hakka,痛,tung4
1184,waitau,抽筋,cäu1 gäng1
1184,hakka,抽筋,ciu4 gin1
1185,waitau,嚇驚,hæk2 geng1
1185,hakka,著驚,cok6 giang1
1186,waitau,喊驚,ham1 geng1
1186,hakka,喊同年,ham4 tung2 ngien2
1187,waitau,出麻,cäk2 ma2
1187,waitau,出麻仔,cäk2 ma4 zäi2
1187,hakka,出麻仔,cut5 ma2 zai3
1188,waitau,發羊吊,fæk2 yöng4 diu2
1188,hakka,發死,bot5 si3
1189,waitau,中風,zung1 fung1
1189,hakka,發癱風,bot5 tan1 fung1
1190,waitau,肺癆,fäi1 lu4
1190,hakka,發癆嗽,bot5 lau2 seu1
1191,waitau,黃疸病,wong4 tæng2 beng6
1191,hakka,發黃腫,bot5 vong2 zung3
1192,hakka,發痤仔,bot5 coi2 zai3
1193,waitau,熱痱,ngik6 fäi2
1193,hakka,熱痱,ngiet5 mui3
1194,waitau,酒米,zäu2 mäi2
1194,hakka,長球,zong3 kiu2
1195,waitau,含膿,ham4 nung4
1195,hakka,貢膿,gung4 lung2
1196,waitau,焦,zau1
1196,hakka,庀,pi3
1197,waitau,結焦,gik2 ziu1
1197,hakka,結庀,giet5 pi3
1198,waitau,疤,ba1
1198,waitau,那,na2
1198,hakka,疤,ba1
1199,waitau,墨,mäk2
1199,hakka,痣,zi4
1200,waitau,臭狐,cäu1 fu4
1200,hakka,狐忽臊,fu2 fit6 sau1
1201,waitau,小腸氣,siu2 cöng4 hi1
1201,hakka,大核卵,tai4 hak6 lon3
1202,waitau,墨屎,mäk2 si2
1202,hakka,烏蠅屎,vu1 yin2 si3
1203,waitau,雞皮,gäi1 pi4
1203,hakka,雞嫲皮,gai1 ma2 pi2
1204,waitau,赧,nang1
1204,hakka,蚊伏,mun1 puk6
1204,hakka,蚊膀,mun1 pong2
1205,waitau,發雞盲,fæk2 gäi1 mäng4
1205,hakka,發雞盲,bot5 gai1 mang2
1206,waitau,痲瘋,ma4 fung1
1206,hakka,痲瘋,ma2 fung1
1207,waitau,惹,ya1
1207,hakka,迣人,ce4 ngin2
1208,waitau,扭,näu2
1208,hakka,拉倒,lai3 dau3
1209,waitau,扽,däng2
1209,hakka,打扽坐,da3 dun4 co1
1210,waitau,爆裂,bau1 lik6
1210,hakka,爆趼公,bau4 gien1 gung1
1211,waitau,沙聲,sa1 seng1
1211,hakka,啞,a3
1212,waitau,醫病,yi1 beng6
1212,hakka,看病,gon4 piang4
1213,waitau,打脈,da2 mäk6
1213,waitau,把脈,ba2 mäk6
1213,hakka,打脈,da3 mak5
1214,waitau,茶,ca4
1214,waitau,苦茶,fu2 ca4
1214,hakka,中藥,zung1 yok6
1215,waitau,單,dæng1
1215,waitau,藥單,yök6 dæng1
1215,hakka,處方,cu4 fong1
1216,waitau,執藥,zäp2 yök6
1216,waitau,執茶,zäp2 ca4
1216,hakka,撿藥,giam3 yok6
1217,waitau,丸仔,yüng4 zäi2
1217,hakka,藥丸,yok6 yen2
1217,hakka,丸仔,yen2 zai3
1218,waitau,散,sæng2
1218,waitau,藥散,yök6 sæng2
1218,hakka,藥粉,yok6 fun3
1219,waitau,煲藥,bäu6 yök6
1219,waitau,煲茶,bäu6 ca4
1219,hakka,煲涼茶,bau1 liong2 ca2
1220,waitau,茶,ca4
1220,hakka,茶,ca2
1221,waitau,見效,ging6 hau6
1221,hakka,見功,gien4 gung1
1222,waitau,醒,seng2
1222,hakka,睡醒,soi4 siang3
1223,waitau,起身,hi2 säng1
1223,hakka,亢身,hong4 sin1
1224,waitau,摺,zip2
1224,hakka,疊,tiap6
1225,waitau,著,zok2
1225,hakka,著,zok5
1226,waitau,抹面,mæk2 ming6
1226,waitau,洗面,säi2 ming6
1226,hakka,洗面,se3 mien4
1227,waitau,梳頭,so1 täu4
1227,hakka,梳頭,so1 teu2
1228,waitau,繽,bäng1
1228,hakka,拼,pin1
1229,waitau,剃鬚筍,täi1 fu4 su1
1229,waitau,剃鬚,täi1 su1
1229,hakka,剃,tai4
1230,waitau,磨頭,mo4 täu4
1230,waitau,剃頭,täi1 täu4
1230,hakka,剃頭,tai4 teu2
1231,waitau,返工,fæng1 gung1
1231,hakka,做工,zo4 gung1
1232,waitau,晏,æng1
1232,hakka,遲,ci2
1233,waitau,收工,säu1 gung1
1233,hakka,收工,siu1 gung1
1234,waitau,攰,gui6
1234,hakka,攰,kioi4
1235,waitau,敨,täu2
1235,hakka,敨,teu3
1236,waitau,去歸,hü1 gwäi1
1236,hakka,轉屋下,zon3 vuk5 ka1
1237,waitau,去,hü1
1237,hakka,去,hi4
1238,waitau,屙屎,o1 si2
1238,hakka,屙屎,o1 si3
1239,waitau,屙尿,o1 niu6
1239,hakka,屙尿,o1 ngiau4
1240,waitau,屙屁,o1 pi1
1240,waitau,放屁,fong1 pi1
1240,hakka,打屁,da3 pi4
1241,waitau,洗身,säi2 säng1
1241,hakka,沖涼,cung1 liong2
1242,waitau,抹身,mæk2 säng1
1242,hakka,抹身,mat5 sin1
1243,waitau,敨涼,täu2 löng4
1243,waitau,稍涼,säu2 löng4
1243,hakka,敨涼,teu3 liong2
1244,waitau,曬,sai1
1244,waitau,熱頭烘,ngik6 täu4 hung1
1244,hakka,曬,sai4
1244,hakka,炙,zak5
1245,waitau,焙,bui6
1245,hakka,炙火,zak5 fo3
1246,waitau,打牙交,da2 nga4 gau1
1246,hakka,講水古,gong3 sui3 gu1
1247,waitau,瞌眼睏,häp2 ngang1 fäng1
1247,hakka,啄目睡,duk5 muk5 soi4
1248,waitau,眯下,mi2 ha1
1248,waitau,瞌一陣,häp2 yäk2 zäng2
1248,hakka,眯一下,mi1 yit5 ha4
1249,waitau,打喊路,da2 ham1 lu1
1249,hakka,擘囉,mak5 lo4
1250,waitau,打哈嗤,da2 häk2 ci4
1250,hakka,打哈嗤,da3 at6 ci4
1251,waitau,鋪床,pu1 cong4
1251,hakka,迒眠床,hong2 min2 cong2
1252,waitau,睏底,fäng1 däi1
1252,hakka,眠下,min2 ha1
1253,waitau,睏覺,fäng1 gäu1
1253,hakka,睡目,soi3 muk5
1254,waitau,閂燈,sang1 däng1
1254,hakka,烏燈,vu1 den1
1255,waitau,睏著,fäng1 zök6
1255,hakka,睡落覺,soi4 lok5 gau4
1256,waitau,發夢,fæk2 mung6
1256,hakka,發夢,bot5 mung4
1257,waitau,發開口夢,fæk2 fui1 häu2 mung6
1257,hakka,講夢話,gong3 mung4 va4
1258,waitau,睏唔著,fäng1 m4 zök6
1258,hakka,睡唔落覺,soi4 m1 lok5 gau4
1259,waitau,扯鼻鼾,ce2 bi6 fung4
1259,hakka,扯鼻鼾,ca3 pi4 hon2
1260,waitau,打天眠,da2 ting6 ming6
1260,hakka,挺挺仰睡,ten3 ten3 ngong1 soi4
1261,waitau,打側睏,da2 zäk2 fäng1
1261,hakka,打側睡,da3 zet5 soi4
1262,waitau,扒頭瞓,pa4 täu4 fäng1
1262,hakka,罯罯伏,am3 am3 puk5
1263,waitau,睏戾頸,fäng1 läi2 geng2
1263,hakka,失枕,sip5 zim3
1264,waitau,書館,sü1 gwäng2
1264,waitau,學堂,hok6 tong2
1264,waitau,書房,sü1 fong2
1264,hakka,學堂,hok6 tong2
1265,waitau,啟蒙,käi2 mung4
1265,hakka,破學,po4 hok6
1266,waitau,返學,fæng1 hok6
1266,hakka,去學堂,hi4 hok6 tong2
1266,hakka,返學,fan1 hok6
1267,waitau,放學,fong1 hok6
1267,hakka,放學,fong4 hok6
1268,waitau,書,sü1
1268,waitau,書本,sü1 bung2
1268,hakka,書,su1
1269,waitau,簿,bu2
1269,hakka,簿仔,pu1 zai3
1270,waitau,先生,sing1 sæng1
1270,waitau,教書先生,gau1 sü1 sing1 sang1
1270,hakka,教書先生,gau1 su1 sin1 sang1
1271,waitau,學生,hok6 sæng2
1271,hakka,學生,hok5 sang1
1272,waitau,第一名,däi6 yäk2 mäng4
1272,hakka,頭名,teu2 miang2
1273,waitau,孻尾,lai1 mi1
1273,waitau,第尾,däi6 mi2
1273,hakka,第尾,ti4 mui1
1274,waitau,毛筆,mäu4 bäk2
1274,hakka,毛筆,mau1 bit5
1275,waitau,墨水筆,mäk4 söi2 bäk2
1275,hakka,水筆,sui3 bit5
1276,waitau,鉛筆,yüng4 bäk2
1276,hakka,鉛筆,yen2 bit5
1277,waitau,筆筒,bäk2 tung2
1277,hakka,筆筒套,bit5 tung2 tau4
1278,waitau,紙,zi2
1278,hakka,紙,zi3
1279,waitau,撳釘,gäm6 deng2
1279,hakka,撳釘,kim4 dang1
1280,waitau,信封,säng1 fung2
1280,hakka,信筒,sin4 tung2
1281,waitau,信紙,säng1 zi2
1281,hakka,信肉,sim4 ngiuk5
1282,waitau,漿糊,zöng1 fu4
1282,hakka,漿糊,ziong1 fu2
1283,waitau,刀仔,däu1 zäi2
1283,hakka,刀仔,dau1 zai3
1284,waitau,砒,päi1
1284,hakka,砒,pai1
1285,waitau,尺,cek2
1285,waitau,間尺,gæng1 cek2
1285,hakka,尺,cak5
1286,waitau,擦紙膠,cæk2 zi2 gau1
1286,waitau,擦膠,cæk2 gau1
1286,hakka,擦紙膠,cat5 zi3 gau1
1287,waitau,橡筋,zöng6 gäng2
1287,hakka,橡筋,siong4 gin1
1288,waitau,墨硯,mäk6 hing2
1288,hakka,墨湖,met6 fu2
1289,waitau,墨,mäk6
1289,hakka,墨,met6
1290,waitau,墨汁,mäk6 zäp2
1290,hakka,墨汁,met6 zip5
1291,waitau,墨水,mäk6 söi2
1291,hakka,墨水,met5 sui3
1292,waitau,掭,tim1
1292,waitau,舐,lai2
1292,hakka,蘸,ziam3
1293,waitau,化,fa1
1293,hakka,漬,zi4
1294,waitau,草書,zäu1 sü1
1294,hakka,草,cau3
1295,waitau,抹,mæk2
1295,hakka,塗,tu2
1296,waitau,走學,zäu2 hok2
1296,waitau,走堂,zäu2 tong4
1296,hakka,逃學,tau2 hok6
1297,waitau,考試,hau2 si1
1297,hakka,考試,kau3 si4
1298,waitau,考唔倒,hau2 m1 dau2
1299,waitau,罰徛,fäk2 ki1
1299,hakka,徛堂,ki1 tong2
1300,waitau,印鋻,yäng1 gam1
1300,waitau,圖章,tu4 zöng1
1300,hakka,印仔,yin4 zai3
1301,waitau,襟章,käm1 zöng1
1301,hakka,襟章,kim1 zong1
1302,waitau,郵電局,yäu4 ding6 kuk2
1302,waitau,郵局,yäu4 kuk2
1302,hakka,郵局,yiu2 kiuk6
1303,waitau,士擔,si4 dam2
1303,hakka,郵票,yiu2 piau4
1304,waitau,相,söng2
1304,hakka,相片,siong4 pien4
1305,waitau,影畫戲,yäng2 wa2 hi1
1305,hakka,影畫戲,yang3 fa4 hi4
1305,hakka,電影,tien4 yang3
1306,waitau,畫,wa2
1306,hakka,畫,fa4
1307,waitau,對,döi1
1307,waitau,對聯,döi1 lüng2
1307,hakka,對,dui4
1308,waitau,聊,liu6
1308,hakka,聊,liau4
1309,waitau,波,bo2
1309,hakka,波,bo1
1310,waitau,踢波,täk2 bo1
1310,hakka,踢足球,tiak5 zuk5 kiu2
1311,waitau,打韆鞦,da2 cing2 cäu2
1311,hakka,打韆鞦,da3 cin1 ciu1
1312,waitau,放紙鷂,fong1 zi2 yiu2
1312,hakka,放紙鷂,fong4 zi3 yau4
1313,waitau,講古,gong2 gu2
1313,hakka,講古仔,gong3 gu3 zai3
1314,waitau,唱歌,cöng1 go1
1314,waitau,唱歌仔,cöng1 go2 zäi2
1314,hakka,唱歌,cong4 go1
1315,waitau,銀雞,ngäng4 gäi1
1315,waitau,啤啤,bi1 bi1
1315,hakka,銀雞,ngiun2 gai1
1316,waitau,吹銀雞,cöi1 ngäng4 gäi1
1316,hakka,打符繡,da3 fu2 siu4
1317,waitau,吹簫,cöi1 siu1
1317,hakka,簫,siau1
1318,waitau,吹笛,cöi1 dek2
1318,hakka,吹笛,cui1 tiak6
1319,waitau,捉棋,zuk2 ki4
1319,hakka,捉棋,zok5 ki2
1320,waitau,拎牌,lip2 pai2
1320,hakka,瞙牌,mie3 pai2
1321,waitau,游水,yäu4 söi2
1321,hakka,游水,yiu2 sui3
1322,waitau,沕水,mi6 söi2
1322,waitau,潛水,cim4 söi2
1322,hakka,沕水,mi4 sui3
1323,waitau,打水片,da2 söi2 ping2
1323,hakka,打水片,da3 sui3 pien3
1324,waitau,舞,mu2
1324,hakka,搞,gau3
1325,waitau,識打功夫,säk2 da2 gung1 fu2
1325,hakka,曉功夫,hiau3 gung1 fu1
1326,waitau,變把戲,bing1 ba2 hi1
1326,waitau,變戲法,bing1 hi1 fak2
1326,hakka,撮把戲,cot5 ba3 hi4
1327,waitau,打關斗,da2 gwäng1 däu2
1327,hakka,打翻車,da3 fan2 ca1
1328,waitau,掃堂腿,säu1 dong4 töi2
1328,hakka,勾腳,giu1 giok5
1329,waitau,耍盲雞,sa2 mæng4 gäi1
1329,hakka,屏人子,biang4 ngin2 zu1
1330,waitau,抓癢,au2 yöng2
1330,hakka,捻,liem1
1331,waitau,跳飛機,tiu1 fi1 gi1
1331,hakka,跳飛機,tiau4 fui1 gi1
1332,waitau,舞龍,mu1 lung4
1332,hakka,舞龍,mu3 lung2
1333,waitau,拉二胡,lai6 ngi6 wu2
1333,hakka,拉二弦,lai1 ngi4 hien2
1334,waitau,燒連排,siu1 ling4 pai4
1334,waitau,燒炮仗,siu1 pau1 zong2
1334,hakka,打爆仗,da3 bau4 cong4
1335,waitau,騎膊馬,ke4 bok2 ma1
1335,hakka,騎馬度,ki2 ma1 dok6
1336,waitau,倒豎蔥,däu2 sü6 cung2
1336,hakka,起種竹,hi3 zung4 zuk5
1337,waitau,鬼面殼,gwäi2 ming6 hok2
1337,hakka,鬼面殼,gui3 mien4 hok5
1338,waitau,猜枚,cai1 mui2
1338,hakka,猜枚,zai1 moi2
1339,waitau,執籌,zäp2 cäu2
1339,hakka,拈鬮,ngiam1 kiu1
1340,waitau,磧年利市,zæk2 ning4 läi6 si6
1340,waitau,利市,li6 si6
1340,waitau,磧年利市,zæk2 ning4 li6 si6
1340,hakka,磧年利市,zak5 ngien2 li4 si4
1341,waitau,擺酒,bai2 zäu2
1341,hakka,擺酒,bai3 ziu3
1342,waitau,做人情,zu6 yäng4 cäng4
1342,hakka,搭人世,dap5 ngin2 se4
1343,waitau,收禮,säu1 läi1
1343,hakka,接禮,ziap5 li1
1344,waitau,多謝,do1 ze6
1344,hakka,多謝,do1 cia4
1345,waitau,生保,sæng1 bäu2
1345,waitau,生保人,sæng1 bäu2 hæk2
